CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
3355/GR-HA-1,2018,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NO INTERNAL CONTROL RECOMMENDATIONS,2019-01-31 00:00:00,,,,,,,,,,
3355/GR-HA-1,2019,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"",UNE EXTENSION DE LA DATE DE DERNIER DÉCAISSEMENT AU 31 DÉCEMBRE 2020 EST PRÉVUE.  UNE FOIS OBTENUE NOUS ALLONS AJUSTER LA DATE DE RÉCEPTION DU RAPPORT D?AUDIT POUR L?EXERCICE ARRÊTÉ AU 30 SEPTEMBRE 2019.,2020-01-31 00:00:00,,,,,,,,,,
3355/GR-HA-2,2016,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,101,8773.36,"",SISCOR 286/2017 IDBDOC # 40831988 & SISCOR 299/2017.  ACCOMPLISHMENT LETTER SENT WITH RECOMMENDATIONS CDH/CHA405/2017,2017-01-31 00:00:00,,,,,,,,,,
3355/GR-HA-2,2017,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,178,17329.00,"",CDH/CHA-166/201 EZSHARE-1356542857-599 - EFAS EZSHARE-13566542857.  BANK LETTER CDH/CHA 908/2018 EZSHARE-1356542857-733,2018-01-31 00:00:00,EZSHARE-1356542857-599,EZSHARE-13566542857,EZSHARE-1356542857-733,,,,,,,
3355/GR-HA-2,2019,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"",UNE EXTENSION DE LA DATE DE DERNIER DÉCAISSEMENT AU 31 DÉCEMBRE 2020 EST PRÉVUE.  UNE FOIS OBTENUE NOUS ALLONS AJUSTER LA DATE DE RÉCEPTION DU RAPPORT D?AUDIT POUR L?EXERCICE ARRÊTÉ AU 30 SEPTEMBRE 2019.,2020-01-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2015,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",CCB/CJA/1682/2015 IDB DOC#39900167,2015-07-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2016,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","RECEIVED CCB/CJA/906/2016
ANALYSED AND RESPONDED CCB/CJA/1081/2016 IDB DOC#:40601106",2016-07-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2017,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS RECEIVED PLEASE SEE CCB/CJA/948/2017
REVIEWED AND RESPONSE, CCB/CJA/740/2017 OR EZSHARE -1529853933-441",2017-07-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2018,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS RECEIVED. PLS SEE CCB/CJA-1249/2018
REVIEW COMPLETED PLS SEE CCB/CJA/945/2018",2018-07-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2019,IAF,EXTERNAL AUDITORS,JA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SISCOR REGISTRATION PROBLEM. INPUT TO BE UPDATED LATER,2019-07-31 00:00:00,,,,,,,,,,
ATN/CF-14470-JA,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
3538/OC-PR,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",NOTA DE DISPENSA EZSHARE-255634449-,2017-04-30 00:00:00,EZSHARE-255634449-,,,,,,,,,
3380/OC-CH,2015,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,EXECUTOR,WA,WAIVED,NULL,"",0,0.00,"",SE DISPENSO. CARTA DISPENSA IDBDOC #40029579,2016-04-30 00:00:00,,,,,,,,,,
3380/OC-CH,2016,IAF,EXTERNAL AUDITORS,CH-CGR,CONTRALORIA GENERAL DE LA REPUBLICA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","RECIBIDO EL INFORME 004077 DE FECHA 27 DE ABRIL DE 2017 POR PARTE DE  LA CGR. 
CARTA NUMERO 308 APROBACION",2017-04-30 00:00:00,,,,,,,,,,
3538/OC-PR,2017,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","DISPENA OTORGADA MEDIANTE NOTA CSC/CPR - 649 / 2018 
EZSHARE-255634449-188",2018-04-30 00:00:00,EZSHARE-255634449-188,,,,,,,,,
3380/OC-CH,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3380/OC-CH,2019,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
ATN/ME-13705-CO,2015,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE RESCATAR.
INFORMES IDBDOCS # 40697988 - 40329773",2017-11-10 00:00:00,,,,,,,,,,
ATN/ME-13705-CO,2014,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA PARA COMENTAR.,2017-08-17 00:00:00,,,,,,,,,,
ATN/ME-13705-CO,2016,IAF,EXTERNAL AUDITORS,CO-GG,G&G INVERLINE CONTADORES PUBLICOS LTDA,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
OPINIÓN: EZSHARE-119183626-23
EFAS:   EZSHARE-119183626-69
ADQUISICONES: EZSHARE-119183626-22
CONTROL INTERNO: EZSHARE-119183626-21",2017-03-31 00:00:00,EZSHARE-119183626-23,EZSHARE-119183626-69,EZSHARE-119183626-22,EZSHARE-119183626-21,,,,,,
2912/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TBBH,TRIBUNAL DE CONTAS BAHIA,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",PROJETO COM BAIXA EXECUÇÃO. AUDITORIA DE 2016 SERÁ REALIZADA JUNTAMENTE COM EXERCÍCIO 2017. SOLICITAÇÃO DE DISPENSA DO EXECUTOR ATRAVÉS DA ENTRADA IDB DOCS #40828586; RESPONDIDA POR IDBDOC #40830701,2017-04-30 00:00:00,,,,,,,,,,
2912/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-TBBH,TRIBUNAL DE CONTAS BAHIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#59830065-417 CBR:# GUIA:#59830065-488,2018-04-30 00:00:00,,,,,,,,,,
2912/OC-BR,2018,IAF,EXTERNAL AUDITORS,BR-TBBH,TRIBUNAL DE CONTAS BAHIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:# EZSHARE-593817577-4472 ; ANALISE:# EZSHARE-593817577-4475 ; CBR:,2019-04-30 00:00:00,EZSHARE-593817577-4472,EZSHARE-593817577-4475,,,,,,,,
2912/OC-BR,2019,IAF,EXTERNAL AUDITORS,BR-TBBH,TRIBUNAL DE CONTAS BAHIA,ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
2523/OC-AR,2016,IAF,EXTERNAL AUDITORS,AR-GTI,"ADLER, HASENCLEVER & ASOCIADOS GRANT THORNTON = NOMBRE FANTASIA",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO,2017-04-30 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","AUDIT DUE APRIL 30, 2016 WAIVED. PLEASE SEE CCB/CJA/168/2016",2016-07-31 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2017,IAF,EXTERNAL AUDITORS,JA-BDO,BDO,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",AUDITED FINANCIAL STATEMENT RECEIVED PLEASE SEE CCB/CJA-477/2017,2017-07-31 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2018,IAF,EXTERNAL AUDITORS,JA-BDO,BDO,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NO ISSUES REPORTED,2018-07-31 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2019,IAF,EXTERNAL AUDITORS,JA-BDO,BDO,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","CCB/CJA/505/2019
EZSHARE 1686073732-40",2019-07-31 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-07-31 00:00:00,,,,,,,,,,
ATN/SX-14969-RG,2021,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-07-31 00:00:00,,,,,,,,,,
3390/CH-BA,2019,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3390/CH-BA,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
3389/OC-BA,2016,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS OF THE ENHANCED CREDIT GUARANTEE FUND WHICH ENCOMPASSES THE STATEMENT OF THE FINANCIAL POSITION, THE STATEMENT OF PROFIT & LOSE AND CASH FLOWS ARE ACCORDING THE LOAN AGREEMENT AND IFRS.",2017-04-30 00:00:00,,,,,,,,,,
3389/OC-BA,2017,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS RATED TOP LEVEL, SEE EZSHARE-268438585-11 AFS INITIAL ANALYSIS  AND ACCEPTANCE LETTER TO THE PEU.",2018-04-30 00:00:00,EZSHARE-268438585-11,,,,,,,,,
3389/OC-BA,2019,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,SC,CONTRACTED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3389/OC-BA,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
GRT/GF-13172-GY-1,2014,IAF,EXTERNAL AUDITORS,GY-AG,AUDITOR GENERAL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",AFS FOUND ACCEPTABLE.,2015-04-30 00:00:00,,,,,,,,,,
GRT/GF-13172-GY-1,2016,IAF,EXTERNAL AUDITORS,GY-AG,AUDITOR GENERAL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","AFS: EZSHARE-1980973605-79
AFS GUIDE: EZSHARE-1980973605-84
THE AFS ARE COMPLIANT WITH THE CONTRACTUAL CLAUSE",2017-04-30 00:00:00,EZSHARE-1980973605-79,EZSHARE-1980973605-84,,,,,,,,
3007/OC-UR,2018,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA CSC/CUR-2328/2018 / EZSHARE-134132850-18,2018-09-30 00:00:00,EZSHARE-134132850-18,,,,,,,,,
2605/OC-UR,2016,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NOTA DE ENTRADA 700/2017,2017-04-30 00:00:00,,,,,,,,,,
2605/OC-UR,2017,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA SISCOR CSC/CUR-644/2018 - SALIDA CSC/CUR/FMP/737/2018 // EZSHARE-1076042869-42,2018-04-30 00:00:00,EZSHARE-1076042869-42,,,,,,,,,
2647/OC-UR,2016,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NOTA ENTRADA 768/2017,2017-04-30 00:00:00,,,,,,,,,,
2647/OC-UR,2017,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","ENTRADA CSC/CUR-665/2018 // EZSHARE-1221628597-37
SALIDA CSC/CUR/FMP/743/2018 // EZSHARE-1221628597-40",2018-04-30 00:00:00,EZSHARE-1221628597-37,EZSHARE-1221628597-40,,,,,,,,
2331/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1921709256-79  CBR:# GUIA:#1921709256-101,2017-06-30 00:00:00,,,,,,,,,,
2331/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-LOUDON,LOUDON  BLONQUIST - AUDITORES INDEPENDIENTES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",RELATORIO:#1921709256-132 CBR:# GUIA:#1921709256-135,2018-02-27 00:00:00,,,,,,,,,,
1753/OC-EC,2015,NULL,,NULL,,NULL,,EXECUTOR,WA,WAIVED,NULL,"",0,0.00,"",CAN/CEC-9/2016,2015-04-30 00:00:00,,,,,,,,,,
3073/OC-EC-1,2015,IAF,EXTERNAL AUDITORS,EC-PWC,PWC DEL ECUADOR CÍA. LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,75600.00,"","CONTRATO DM 39530722 $ SIN IVA -
INF. EFAS PUBLICO DM 40400665, - INF. DM 40242242 -
INPUT 746/2016 - OUTPUT 1110/2016",2016-04-30 00:00:00,,,,,,,,,,
2351/GR-HA,2017,IAF,EXTERNAL AUDITORS,HA-MEROVE,MEROVE-PIERRE ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,613,83542.00,"",PROGRAM FINANCED BY 2351/GR-HA & GRT/WS-12277-HA LAST DISBURSEMENT DATES 2/9/17 AND 9/29/17. ONE FINAL EFAS FOR BOTH OPERATIONS. EFAS EZSHARE # 1943273072-108 & #1943273072-109 AND 1943273072-124. BANK LETTER EZSHARE-1943273072-122,2018-01-31 00:00:00,EZSHARE-1943273072-122,,,,,,,,,
GRT/WS-12277-HA,2016,IAF,EXTERNAL AUDITORS,HA-MEROVE,MEROVE-PIERRE ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","SISCOR 280/2017 ET 292/2017 IDBDOC # 40832168 
BANK ACCOMPLISHMENT LETTER: SISCOR: CDH/CHA 748/2017 EZSHARE - 1943273072-32",2017-01-31 00:00:00,,,,,,,,,,
ATN/ME-14848-HA,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2019-06-23 00:00:00,,,,,,,,,,
ATN/ME-14732-ES,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","SE REALIZARÁ AUDITORIA INTERMEDIA, PERIODO AUDITAR DESDE 2015, 2016 Y 2017.",2017-04-30 00:00:00,,,,,,,,,,
ATN/ME-14732-ES,2017,IAF,EXTERNAL AUDITORS,ES-PWC,PWC,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EZSHARE 1389134295-18 CARTA GERENCIA. EZSHARE 1389134295-17 ESTADOS FINANCIEROS. OPINIÓN LIMPIA POR PARTE DE LOS AUDITORES.,2018-04-30 00:00:00,,,,,,,,,,
3413/GR-HA,2016,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,230,20031.70,"","LETTER: EZ-SHARE 1162915953-6
COSTS: HGT 1,393,000 OR APPROXIMATELY $20,031.70.",2017-01-31 00:00:00,,,,,,,,,,
3413/GR-HA,2017,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,176,12412.00,"","LETTER # EZSHARE-1162915953-217

AUDIT COSTS INCLUDE COFINANCING  GRT/HR-14830- HA",2018-01-31 00:00:00,EZSHARE-1162915953-217,,,,,,,,,
3413/GR-HA,2018,IAF,EXTERNAL AUDITORS,HA-TURNIER,TURNIER ET ASSOCIES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",INTERNAL CONTROL RECOMMENDATIONS,2019-01-31 00:00:00,,,,,,,,,,
3413/GR-HA,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-01-31 00:00:00,,,,,,,,,,
GRT/HR-14830-HA,2015,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","NO DISBURSEMENT DURING FISCAL YEAR ENDED SEPTEMBER 30, 2015",2016-01-31 00:00:00,,,,,,,,,,
2367/OC-PN,2016,IAF,EXTERNAL AUDITORS,PN-EY,ERNST & YOUNG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,295,18960.00,"",OBSERVACIONES MENORES DE CONTROL INTERNO,2017-04-30 00:00:00,,,,,,,,,,
GRT/HR-14830-HA,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",PROGRAM IS NOT YET ELIGIBLE FOR DISBURSEMENT,2017-01-31 00:00:00,,,,,,,,,,
GRT/HR-14830-HA,2017,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,88,6206.00,"","LETTER # EZSHARE-1162915953-217.

CO-FINANCING AUDIT COSTS PAID BY 3413/GR-HA",2018-01-31 00:00:00,EZSHARE-1162915953-217,,,,,,,,,
GRT/HR-14830-HA,2018,IAF,EXTERNAL AUDITORS,HA-TURNIER,TURNIER ET ASSOCIES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",INTERNAL CONTROL RECOMMENDATIONS,2019-01-31 00:00:00,,,,,,,,,,
GRT/HR-14830-HA,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-01-31 00:00:00,,,,,,,,,,
3237/OC-ME,2015,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,110,2268.00,"",SÍ PUBLICA.  IDBDOCS 40395637.,2016-06-30 00:00:00,,,,,,,,,,
SP/OC-13-07-GU,2015,IAF,EXTERNAL AUDITORS,GU-CERVANTES,MANUEL CERVANTES Y ASOCIADOS,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","INFORME DE REVISION DESEMBOLSOS, ADQUISICIONES, CONTROL INTERNO Y ESTADOS FINANCIEROS SIN EMITIR OPINION. ASPECTOS DE CONTROL INTERNO QUE REQUIEREN PLAN DE ACCION AL CUAL SE LE DARA SEGUIMIENTO. IMPUT CID/CGU 703/2016.",2016-03-31 00:00:00,,,,,,,,,,
3237/OC-ME,2016,IAF,EXTERNAL AUDITORS,ME-LEBRIJA ALVAREZ Y,LEBRIJA ALVAREZ Y CIA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","SI PUBLICA, IDBDOCS #40816611",2017-06-30 00:00:00,,,,,,,,,,
3237/OC-ME,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-06-30 00:00:00,,,,,,,,,,
ATN/OC-13579-HO,2015,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"",EN PROCESO CONTRATACIÓN CON TRIBUNAL SUPERIOR DE CUENTAS,2017-11-18 00:00:00,,,,,,,,,,
3040/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TCDF,TRIBUNAL DE CONTAS DO DISTRITO FEDERAL,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",PROJETO COM BAIXA EXECUÇÃO. AUDITORIA DE 2016 SERÁ REALIZADA JUNTAMENTE COM EXERCÍCIO 2017. SOLICITAÇÃO DE DISPENSA DO EXECUTOR ATRAVÉS DA ENTRADA IDB DOCS #40668511; RESPONDIDA POR IDBDOC #40700108,2017-04-30 00:00:00,,,,,,,,,,
3040/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-TCDF,TRIBUNAL DE CONTAS DO DISTRITO FEDERAL,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",RELATORIO:#623518184-97 CBR:# GUIA:#623518184-128,2018-04-30 00:00:00,,,,,,,,,,
3040/OC-BR,2018,IAF,EXTERNAL AUDITORS,BR-TCDF,TRIBUNAL DE CONTAS DO DISTRITO FEDERAL,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:# EZSHARE-1223907893-795 ; ANALISE:# EZSHARE-1223907893-796 ; CBR:,2019-04-30 00:00:00,EZSHARE-1223907893-795,EZSHARE-1223907893-796,,,,,,,,
ATN/ME-15018-RG,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-05-19 00:00:00,,,,,,,,,,
3396/OC-UR,2015,IAF,EXTERNAL AUDITORS,UR-DELOITTE,DELOITTE S.C.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IFA 40469291
NOTA SALIDA SISCOR 652/2016",2016-04-30 00:00:00,,,,,,,,,,
3040/OC-BR,2019,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2020-04-30 00:00:00,,,,,,,,,,
3396/OC-UR,2016,IAF,EXTERNAL AUDITORS,UR-DELOITTE,DELOITTE S.C.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NOTA DE ENTRADA 790/2017,2017-04-30 00:00:00,,,,,,,,,,
3040/OC-BR,2020,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2021-04-30 00:00:00,,,,,,,,,,
3396/OC-UR,2017,IAF,EXTERNAL AUDITORS,UR-DELOITTE,DELOITTE S.C.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","ENTRADA CSC/CUR-734/2018 // EZSHARE-1874653577-27
CSC/CUR/FMP/753/2018-EZSHARE-1874653577-31",2018-04-30 00:00:00,EZSHARE-1874653577-27,EZSHARE-1874653577-31,,,,,,,,
3040/OC-BR,2021,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2022-04-30 00:00:00,,,,,,,,,,
3492/GR-HA,2016,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,200,14427.83,"",INPPUT CDH/CHA 306/2017 - EFAS IDBDOC # 40832932.  BANK ACCOMPLISSMENT LETTER EZSHARE - 1592495136-8,2017-01-31 00:00:00,,,,,,,,,,
3385/BL-BO,2016,IAF,EXTERNAL AUDITORS,BO-BERTHIN.AMENGUAL,BDO- BERTHIN AMENGUAL Y ASOCIADOS SRL,ELG,Eligibility II,PROJECT,REC,RECEIVED,CLE,Limpia - Unqualified,570,14589.00,"","",2017-04-30 00:00:00,,,,,,,,,,
3385/BL-BO,2017,IAF,EXTERNAL AUDITORS,BO-BERTHIN.AMENGUAL,BDO- BERTHIN AMENGUAL Y ASOCIADOS SRL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,468,16047.52,"",OBSERVACIONES MENORES DE CONTROL INTERNO,2018-04-30 00:00:00,,,,,,,,,,
